0.10951,0.4436,-0.24538,-1.8909,0.098554,1.1596,-0.17608
0.10874,0.44759,-0.24463,-1.8836,0.10102,1.1531,-0.17664
0.10817,0.45166,-0.24399,-1.8763,0.10347,1.1466,-0.17647
0.11436,0.45611,-0.24508,-1.869,0.098336,1.1393,-0.1665
0.11354,0.46056,-0.24439,-1.8616,0.10102,1.1327,-0.16651
0.11149,0.46553,-0.24321,-1.8542,0.10478,1.1259,-0.16881
0.10944,0.47058,-0.24211,-1.8468,0.10897,1.1191,-0.17036
0.10902,0.47625,-0.24135,-1.8392,0.11094,1.1118,-0.17026
0.10797,0.482,-0.24041,-1.8317,0.11376,1.1047,-0.17076
0.10777,0.48801,-0.23969,-1.8241,0.11542,1.0973,-0.17037
0.10682,0.49408,-0.23879,-1.8165,0.11821,1.09,-0.17045
0.11772,0.50084,-0.24183,-1.8089,0.10692,1.0812,-0.15632
0.10489,0.50712,-0.23673,-1.8011,0.12339,1.0749,-0.17088
0.10383,0.51418,-0.23562,-1.7933,0.126,1.0673,-0.17151
0.099302,0.52126,-0.23324,-1.7854,0.13274,1.0601,-0.17595
0.10255,0.5286,-0.23377,-1.7775,0.13026,1.0518,-0.17169
0.10145,0.53594,-0.23265,-1.7696,0.13305,1.0441,-0.17193
0.098959,0.54364,-0.2309,-1.7615,0.13722,1.0365,-0.17401
0.097622,0.55139,-0.22959,-1.7534,0.13999,1.0287,-0.1749
0.096169,0.55913,-0.22823,-1.7452,0.14285,1.021,-0.1759
0.10195,0.56697,-0.2301,-1.7372,0.13734,1.0122,-0.16942
0.10303,0.57478,-0.2299,-1.729,0.13719,1.0041,-0.16775
0.10161,0.58256,-0.22857,-1.7207,0.13983,0.99646,-0.16858
0.1002,0.59033,-0.22722,-1.7124,0.14245,0.9888,-0.16938
0.098734,0.59811,-0.22585,-1.704,0.14504,0.98117,-0.1703
0.10087,0.60582,-0.22632,-1.6958,0.14365,0.97306,-0.16762
0.09426,0.61327,-0.22227,-1.6872,0.15187,0.96639,-0.17343
0.093035,0.62081,-0.22101,-1.6787,0.15411,0.95891,-0.17413
0.0914,0.62814,-0.21953,-1.6702,0.15682,0.95161,-0.17514
0.098846,0.63563,-0.22313,-1.6622,0.14993,0.94273,-0.16735
0.097427,0.64292,-0.22182,-1.6536,0.15229,0.93542,-0.16803
0.084625,0.64985,-0.2139,-1.6445,0.16643,0.93016,-0.17965
0.083246,0.65694,-0.21256,-1.6359,0.16878,0.923,-0.1804
0.081568,0.66395,-0.21103,-1.6272,0.1714,0.91595,-0.18144
0.07942,0.67087,-0.20923,-1.6185,0.17447,0.90904,-0.1829
0.078349,0.67776,-0.20808,-1.6099,0.17648,0.90195,-0.1833
0.080299,0.6847,-0.20884,-1.6014,0.17551,0.89424,-0.18085
0.082333,0.69163,-0.20971,-1.5929,0.17441,0.88653,-0.17834
